state,observation
0.0,0.0
-0.22246930452546074,-0.3359428863901793
-1.85176686084551,-1.9371151163343352
-0.8524532606217893,-0.7657382616432036
-0.39754970403161866,-0.5407910838955532
-1.6841967505290472,-1.7156939292144318
1.7777054678671431,1.8217629619670688
0.36322366939376793,0.49276854703210327
-2.095481937270624,-2.0838868878113836
0.16472041349522293,0.3813094259921972
2.517174362422652,2.3546453305000026
2.163099422135936,2.2460228430352074
2.188105389441036,2.1045436160722915
0.23586534777352464,0.33366256942998984
2.883749352617616,2.7891043899082795
1.2469311748081129,1.1980272169139112
0.5912829124229326,0.8277560868811844
-0.17173501310750872,-0.18504880745174737
0.5064490853665743,0.4575937572723952
0.5124876247406316,0.6897703712064501
0.35734444029840806,0.49787907002162113
0.6745702103623155,0.8622618559433678
-0.3640045075575633,-0.24453904241584695
0.6382450496989542,0.7376409206511979
-0.8491891499168601,-0.8707990364114919
0.012980378004803395,0.09816154085080213
1.1621536576104998,1.1898194168372689
1.4772431894926283,1.5011310446785746
1.2568772427570418,1.1841498182000623
0.9861363996542821,0.9236335201097549
-0.22159731673507,-0.11532862098606453
1.4679545957118563,1.5651782849648805
-0.5895554128496023,-0.6281318705387031
-0.28004199879830083,-0.3132951207570218
0.777317278066156,0.8095558797382063
1.7057010882771855,1.6399380963867947
0.8129494909580566,0.76935484844495
1.514809166372483,1.6084635735707389
-0.5470880767027066,-0.4983256771655689
0.9251602960072081,0.9369392861553604
0.39648113824001807,0.6057346874840633
-0.6937064337382375,-0.6479651262919472
0.4610885757619066,0.4999180737183379
0.8607030808290761,0.8473821093569986
1.2134027866068782,1.127591867091525
0.6137104139227798,0.661117302534872
0.778980412802184,0.861751734746882
0.5416227348060706,0.4709783655132127
2.4617588509151624,2.4342546021129547
-0.3318555088454529,-0.31892298519249007
0.8642073835457527,0.9845624668284041
0.43521890936868335,0.44208533037235526
0.9334264665560137,1.0322568199829456
1.2309650888626953,1.1168989677907541
1.0028800407397687,0.9373418279216725
1.8494576886343188,1.741845815876882
0.2127679160312823,0.40594672433817924
1.2734242139167795,1.3550242880626318
1.8337167062938435,1.9968813518406072
1.468891715372199,1.469457211376799
-0.00635763498445141,-0.05809006682677989
0.07930078804738606,-0.07296690466915313
-0.38176411430084267,-0.3399506029523734
-0.5265751713848685,-0.5232288941820723
-0.43578331632890194,-0.5683393536330892
-1.5535807990502732,-1.488621098093349
0.511725046871395,0.42390055111376324
-1.188398108004054,-1.1500322670088956
-1.1640214554583073,-1.213190723909595
-0.021915351338369637,0.016288063890115924
0.8185812222566778,0.8072703805224601
1.5529310093553332,1.471977148399519
