state,observation
0.0,0.0
0.36165081870471816,0.3954616212940744
0.09426375215083346,-0.006898240028995986
-0.42183061831131374,-0.6157610540924309
0.8862568899468901,0.8679840139360055
0.22323397392958055,0.10565541557352995
-0.8336144459699661,-0.7721572583518442
-1.2242290913463538,-1.093353734112174
0.6943126249171685,0.5634297191926684
2.3322394292707607,2.406609956320071
3.6070489363742024,3.641561441199355
2.155209821914112,2.1604209368343477
0.37406850667827696,0.31992611752995914
-1.7768041209048597,-1.8878402423107794
-0.9651521139129139,-0.9292063369796698
-0.07757281102763158,-0.055105347683918754
-0.8855898835470222,-0.6902663292798662
-2.9615201282324763,-3.0115242487634917
-0.8162550554534058,-0.8612169382950836
-1.3474896003421426,-1.2954039415352172
-3.6767501596189245,-3.7085744193630936
-2.8925109600764296,-2.7930868248837797
-2.4181107918073432,-2.3815364250142
-2.273928494909702,-2.1100078594135216
0.3881082885247662,0.4865683980047151
0.46503954539410314,0.5425325290002053
-0.21781033098863622,-0.3196107929521882
-1.0821725769438366,-1.127371113749979
0.19148842248178233,0.23387743515503934
1.871387753875849,1.8802797938618865
1.815514594218675,1.9141141906847703
-0.8357488058390357,-0.9819293400336148
-1.5848102751299566,-1.6347471143956467
-0.6658278401593636,-0.7562329411762363
-0.7250549344637838,-0.6078682105115061
0.2573349640736238,0.28486579331138095
2.5199009707368014,2.5923118993015155
2.362909665604618,2.2955478238884788
3.9838204929832557,4.025310148002087
4.602946328496347,4.42218217913987
4.52787559147763,4.505671249152146
4.582330448062141,4.709978830435885
2.1424732784608675,2.103559126540518
2.1980922116596386,2.206180899454761
3.8415183907877424,3.69395406161968
2.4855383537281277,2.4329459018773814
3.9989404638824664,3.8229553784385635
4.312622524655786,4.224296605965323
2.345123667270233,2.3744836469981547
0.7932123733918652,0.6942567181876798
0.40752776932457796,0.44193170506779217
0.5326371832476031,0.5347462958031302
1.4912356340976856,1.339819447320949
0.06321426495561044,0.008028890525570494
-0.31008377883476795,-0.3593448630557652
1.75156979752255,1.7441402094730727
1.1992058740297484,1.132481124415186
2.24809334566169,2.1907522034553946
1.3723993122531435,1.3473995146336355
0.41537892160137135,0.3596414797818591
0.8859586900568768,0.8773283707856827
1.2468109037592003,1.2739492109111366
0.39258084909505664,0.3133340394347479
0.5463906846093317,0.6672113942526013
0.3762371634954779,0.36249080339201606
0.41429825925732067,0.2276876862712233
0.49979704008456166,0.5658301792167029
1.2996455246548093,1.4111463770148849
0.4480927596735964,0.37564469080902796
-0.2112421961866628,-0.12809326942578436
0.05721302827372213,-0.14743495414865584
1.3400354228558848,1.2663688873959196
-0.5962562409052541,-0.6402746159802433
0.06089842746130242,0.072030149826928
-0.5605585798018452,-0.526437807045487
0.612492623763409,0.6507622728084634
-1.7186982966624649,-1.5707394021420862
-1.1778747213383989,-1.1627081316135146
-0.34460594261743616,-0.4073607756602774
0.7164311200333751,0.7415792767217607
1.3606955077909395,1.2436409850010022
-1.3943963796232104,-1.4447934267057359
0.3886960985762813,0.34265079068289284
1.4595224393711936,1.4455249688540914
1.0331793035258712,1.0599881103082276
2.0135383752408877,2.0097070473922516
1.1062108121319367,1.0402703339594777
1.3286608867674259,1.3729676933561517
1.7983414838093208,1.7770061665302122
0.1807553505884274,0.31670451135838806
0.8256477635304881,0.8327722537353296
2.2351413410365906,2.318924304005666
3.6471281526978907,3.4756805669197304
2.3238300304017465,2.2197954837957177
3.338074057316569,3.5349916118538696
2.373069254117052,2.310582033036807
0.9715751021502694,1.1370854206607426
1.4191006289845074,1.473565893235345
2.7004376775067356,2.69819570373581
1.8917171555368655,1.917681584218411
1.3939625932824713,1.4728835942004752
0.9246111058699287,0.845238494521126
0.7171755171815156,0.7565144449963755
0.28814541366250296,0.16860962716049016
2.1052831044082834,2.0989786011066616
0.8808427787209747,1.0357529509501167
-0.16771400843233553,-0.12423944962181707
-0.5053203402858293,-0.4256936572994801
0.7272704760881297,0.9172456378549549
-0.05796917003396185,-0.26199143382375467
1.2434215627445948,1.1058570826871321
0.17928342603036718,0.21941425797685776
1.0051406748831315,0.984581431573954
0.7146682943353857,0.7842584962592896
1.9795686636334484,2.08046539620332
2.3473497563798977,2.2677751116145837
2.7728869976214323,2.7681037148659287
2.5990996438673624,2.516982708332883
2.0221725123680527,1.913513248911533
1.5368811434621752,1.5151554020970959
0.07670630817979807,-0.013125596628146774
-1.2053945123440244,-1.1734752934760886
-1.8515132852993266,-1.790043272948925
-3.7524119697212885,-3.7487440816651683
-3.443198872216771,-3.327753694681972
-2.0238892636081847,-2.0259435692720356
-0.46481626697117107,-0.5011312868544926
0.1951964127709544,0.34315727043935507
0.5872986828987974,0.5949661996817363
-0.07959024077025212,-0.07635304329501848
-1.2481562898036367,-1.1625309687021108
-1.4680018247598536,-1.558416430742537
-0.059277529970659604,-0.0408990686767704
-0.41913675508130005,-0.5489435949722654
-0.504215220147199,-0.6921245698225098
0.27766159275377705,0.26626736729516315
0.03462418676516699,0.08539001859818163
1.239040570091636,1.2278724603366553
0.44329687342565394,0.5351899699984708
0.19742870364350099,0.2415942375226633
-0.5966454349984394,-0.674522906675393
-2.1171879775523275,-2.1236950720805328
-2.4912924324585775,-2.390165426420737
-1.544381814586003,-1.4960930060642266
-1.9671505088895571,-1.96418240154174
-2.506108832912188,-2.3714246744440963
-1.7113342924832164,-1.6414030011055531
-0.7604556655885627,-0.6862255256045532
-0.39007032340884684,-0.27462608674522615
2.3054426064435622,2.4386137158701713
2.477147928147499,2.431244891078918
1.7144051888504257,1.6470275129893492
2.260146812821935,2.2236635318110896
0.32718681123435966,0.34333321620894036
-1.0273930404850542,-1.0786560432747356
-0.4389005854543322,-0.49719767495195877
-0.15113516234327282,-0.20322864602521537
1.3775251472031407,1.2098027017054538
-0.1445551230603883,-0.08360362047774775
0.45147161853643414,0.5714473838387315
2.6973535498392156,2.748406941986697
1.9710761281933187,1.8436076391989669
0.3172834070504593,0.30335266855011195
0.848803065840903,0.9351846603504747
-0.006923507442605281,-0.04544696918804572
0.5808833201999593,0.5639913171579903
1.4408649807790916,1.6136472648083329
3.338636088142069,3.3596132012902933
1.1730440124558983,1.249457733094099
-0.2684830711681023,-0.20798829966445886
-1.1593687970388886,-0.9384073222188474
-0.7570367824632747,-0.8464119534167351
-0.5234199047838841,-0.5618455898165505
-1.1900397677117578,-1.258262460735568
-0.5714895542653406,-0.5545641951505005
0.7066278217308186,0.8462162571876956
0.22536368422869807,0.31885972191837525
0.37468251998324553,0.6252779478499187
-0.6114357272320621,-0.706029717087513
-0.21208048860080614,-0.14069045634224497
-1.018529344688061,-1.0874933184543745
0.15347625558180067,0.2572966018549574
-1.0472333833972505,-0.9970985564584198
-0.6415733109762283,-0.6542682346620361
-0.6344110326740362,-0.47097887960300955
-1.4194019663780353,-1.507344178154381
0.5555425185777532,0.5550176135682736
0.5286832253726227,0.510266732987228
-0.8052238622249919,-0.9121646859928052
1.2835998683050525,1.2624158948077477
1.141542359433491,1.0654457193027742
3.2339145547246484,3.009754742733497
0.9030641288843024,0.858176695085355
1.0225578141288827,1.2095709862301807
-0.4735742221114452,-0.5456116946182787
-0.0030134407611496217,-0.13946276883741676
3.127656479995415,2.979103148443864
1.2285971446965094,1.2642344826833452
-1.0058922915451243,-1.1239677106688264
0.3205295117636282,0.4748969562477776
1.2841996817832768,1.425948618326564
0.4280591027501317,0.46891977032861415
0.5258656938142511,0.5763192798236969
-0.7158605183922286,-0.8653130283681528
-1.3021724480373806,-1.5246112704328818
-1.8293405437372081,-1.942440952640955
0.38179063956628845,0.32010134399079415
1.2175559180397824,1.1432022568981277
1.3474537405083393,1.4032226031584176
1.6174875842828897,1.6630055141287754
-0.7082080114891471,-0.9226829018855809
-1.0313680784570534,-1.039893183890567
-0.10486820004387887,0.009752572675993776
-0.9507892890843097,-0.8137564242141183
-1.5254650593560735,-1.6588453079578758
-0.9711888434228859,-0.9848595799117417
-1.004534140955866,-1.0900050613786683
0.3052280526425444,0.4099441615389353
-0.4488095573769061,-0.5648487121849535
-0.4252226515170815,-0.37582522108106486
-0.008592002498480245,-0.04284653531681667
-1.0636365654473525,-1.1081956487875428
-0.2482033190380828,-0.3006201068551267
-0.12499882320572739,-0.20487139074289012
0.012030862441067727,0.13385434669137897
-0.5085993108556585,-0.6970621119382112
0.17844888836262246,0.12082472840575291
0.45883620204661624,0.37121527403726545
1.1189411189599858,1.3136514669442247
1.9659681397335638,1.778867281616858
0.8405190566001853,1.013971304387034
1.2844205402822997,1.2490797023556028
0.6018581258197152,0.5605993561773523
1.5769314812515045,1.6333176172200399
0.8540905025583478,0.9011338210601777
0.5400111653104576,0.5397909684938271
0.387253042246835,0.36832795190590595
0.5638422672657271,0.7087866647120876
0.4346212656375834,0.5090806840985914
-0.3513002427241294,-0.1180862498129393
-0.5529894363041516,-0.47946302944562114
0.6910397715083763,0.4025546789991565
1.8223408826285243,1.895290329734463
0.35440314783559446,0.3891005294532074
-0.5236996536287741,-0.49912050262632424
-1.347916261299556,-1.5070504520493544
0.8744845175613123,0.8327647121721318
0.742123382343932,0.5957763909119823
1.2209680789436128,1.2283406561743775
1.646952644883258,1.4891658616557435
-0.1880670671618645,-0.18128323239889702
0.09350456733578674,0.199814376808711
0.11722810688018526,0.15839766905004982
-1.0179301125858684,-1.0363891284631843
-1.526842348107945,-1.5445775303604858
-0.42355973344455344,-0.5922607033560147
-1.4048810697289502,-1.2396785708472122
-0.5155329915299898,-0.4454000835650258
-0.808850379063206,-0.6557230755905862
-1.006305667344055,-1.110549595012214
-0.7684776928076515,-0.769319088592653
1.1671093926268448,1.1937341163664839
-1.3142870358300225,-1.294593576650233
-0.805870917026996,-0.9122157061902348
0.779044041956841,0.7959973371532273
1.3307340854582026,1.3962324546869125
1.0849749929876422,1.0466514670293865
0.23442788196720132,0.2814848941658526
0.2206234965537806,0.30204117892793514
-0.8609820069872648,-0.7503972883550263
-2.04443680007964,-2.115642840239694
-2.6628949987639112,-2.6527068378030907
-3.156153436611504,-3.2309449014416125
-2.356948256239857,-2.5030148693593137
-2.4667804437518304,-2.474362884773039
-2.871002544651329,-2.8212253069228974
-2.2532009132171567,-2.2026187892613898
-1.2255981095391522,-0.9001257744650346
-0.2587895313150047,-0.17259139578968885
-1.23057836896032,-1.3790845658276414
-3.404054239567338,-3.3974790051761876
-1.9915749279028785,-1.9080993590568425
-1.491591473407623,-1.4681787808795717
-0.1611307392814878,-0.20343346793029
0.9933365064629527,0.8796047106879862
0.9027986842356039,0.9732095149355311
1.0144527490252186,0.8574676878805159
1.0015141657060698,0.9349759588415616
0.1447853945041122,0.337792147732762
-0.3652176610692689,-0.2927140345949092
-0.6442143907052998,-0.5320786520135858
-0.0003614843569006432,0.05330426138254353
-0.7848153569447952,-0.8269152575157408
-1.4594516419769872,-1.4739163410439298
-0.4028526835205687,-0.2698699798632751
0.7998430503752679,0.8432778546795296
-0.08005324722561524,-0.1283067422249622
-0.6788486417740508,-0.6363398007326553
-1.193816533928059,-1.232237920963615
0.7842438066574589,0.7233987142107313
0.5132141022674872,0.46048984476839694
-1.1753034672701799,-1.329477800835671
-1.372376193234274,-1.5027756514467994
-0.6602206951149034,-0.6004309565369067
1.8016139813466527,1.900718662586389
2.0877427938538515,2.0729380692815447
2.9331072149907147,2.853597370361336
2.5798736671794,2.6355901270927373
0.8570503520536348,0.7880348497607232
0.6446097274668342,0.7697581405464826
1.1624262699436199,1.0218392946159354
2.455434440325676,2.4654238652388556
1.2156774562784511,1.0880648607871544
2.109334913888929,2.1087900558956623
1.2349449936120087,1.110309060631826
-0.6566087000783762,-0.7132003001918729
-0.7571030563043852,-0.7630900767231147
0.3878638594900785,0.4651329133104669
0.5720494655040724,0.49666612468473104
-0.29358934983756135,-0.15121985437201282
0.04481044577586718,-0.008489192734355805
-1.9096113226076221,-1.944889309242746
-0.3519968856623146,-0.3356719372906228
0.5546107006061497,0.6042631954666795
1.205234411677936,1.304873480237725
0.24546622849094635,0.0078225362801429
-0.8401724895576045,-0.9016613293595179
-0.9839092657991697,-0.9371103472694434
0.0436646209756294,-0.013824616254563653
0.14233329214556262,0.15104916785863653
0.690085020925119,0.5696289218384248
0.9169891610630808,0.7883529335220132
0.9415559454516311,0.8126159743347305
1.4605038440187128,1.537126259244039
1.1276039632344117,0.9958890566252044
0.06046442422487974,0.09109015697357387
0.3929743236140723,0.4722241425729745
2.333424689054265,2.3247692944523655
0.9401628203380976,0.9285111452039257
1.1620869616886456,1.2278501645354227
0.2928823694060072,0.2706174209037067
-1.5604104225828528,-1.6016940983240957
-1.121055468061534,-1.2521254575344445
-1.7518782818586982,-1.7143042551080743
0.522598840453474,0.6330885773830034
-1.2031795735594055,-1.134218192823801
-2.137616462322458,-2.0534373597570585
-0.47210696930381557,-0.5017286130919252
-0.9485847067211579,-0.9675156609826345
-0.10282804795112821,-0.12177569485190776
-0.41823427073661235,-0.49547119213376967
-1.5545952100881062,-1.5686117572509823
-0.4479135913750133,-0.3261587657822352
0.08037396372076067,0.02055313079186015
1.823624322739565,1.8015458908788922
2.422791144338924,2.3814459347447148
2.733636879531442,2.7266365504965995
1.7790766553257944,1.895549314658955
